"location" "date" "time" "site" "rl" "length_m" "barnacles" "distortionr_m" "age" "magic_thaums"
"W" "29/09/2024" "15:00:00" 8 "R" 35 0 20 10 564.605557286662
"W" "29/09/2024" "15:00:00" 9 "L" 50 1 0 39 572.453580477522
"W" "29/09/2024" "15:00:00" 9 "R" 45 16 2 30 576.313858495441
"W" "29/09/2024" "15:00:00" 10 "L" 45 0 20 21 663.966967934661
"W" "29/09/2024" "15:00:00" 10 "R" 23 0 40 16 247.627438148933
"W" "29/09/2024" "12:40:00" 1 "L" 47 0 19 10 578.346068549558
"W" "29/09/2024" "12:40:00" 1 "R" 33 0 40 29 536.493166715353
"W" "29/09/2024" "12:40:00" 2 "L" 43 9 13 24 446.527351230202
"W" "29/09/2024" "12:40:00" 2 "R" 21 0 4 12 263.078953461377
"W" "29/09/2024" "12:40:00" 3 "L" 56 1 21 12 795.915328038018
"W" "29/09/2024" "12:40:00" 3 "R" 22 0 9 19 254.719692231987
"W" "29/09/2024" "12:40:00" 4 "L" 40 0 32 14 360.543468240012
"W" "29/09/2024" "12:40:00" 4 "R" 23 0 34 29 346.868131553997
"W" "29/09/2024" "12:40:00" 5 "L" 47 0 5 13 589.795676328284
"W" "29/09/2024" "12:40:00" 5 "R" 16 0 22 38 265.866362667563
"W" "29/09/2024" "12:40:00" 6 "L" 39 39 12 23 628.426853783308
"W" "29/09/2024" "12:40:00" 6 "R" 30 0 50 25 341.646502065577
"W" "29/09/2024" "12:40:00" 7 "L" 48 0 25 5 532.826214096552
"W" "29/09/2024" "12:40:00" 7 "R" 14 0 29 19 163.493570238142
"W" "29/09/2024" "12:40:00" 8 "L" 43 35 22 25 685.055768143814
"W" "29/09/2024" "12:40:00" 8 "R" 22 1 42 27 420.439551217202
"W" "29/09/2024" "12:40:00" 9 "L" 40 18 13 19 490.923904230874
"W" "29/09/2024" "12:40:00" 9 "R" 26 0 15 24 316.841788436429
"W" "29/09/2024" "12:40:00" 10 "L" 35 0 55 20 534.730300663894
"W" "29/09/2024" "12:40:00" 10 "R" 12 0 27 19 224.272753134797
"W" "05/10/2024" "10:45:00" 1 "L" 41 0 30 25 551.430575206524
"W" "05/10/2024" "10:45:00" 1 "R" 17 0 190 36 311.037166985122
"W" "05/10/2024" "10:45:00" 2 "L" 55 0 164 45 514.890658991628
"W" "05/10/2024" "10:45:00" 2 "R" 23 0 181 52 289.295319690512
"W" "05/10/2024" "10:45:00" 3 "L" 32 1 18 21 338.324017383714
"W" "05/10/2024" "10:45:00" 3 "R" 24 0 49 19 167.44218313426
"W" "05/10/2024" "10:45:00" 4 "L" 35 0 53 10 435.494727790833
"W" "05/10/2024" "10:45:00" 4 "R" 21 0 42 18 309.825130627184
"W" "05/10/2024" "10:45:00" 5 "L" 34 2 64 21 431.213843117223
"W" "05/10/2024" "10:45:00" 5 "R" 27 2 73 20 305.023515828679
"W" "05/10/2024" "10:45:00" 6 "L" 37 1 60 11 543.970239674814
"W" "05/10/2024" "10:45:00" 6 "R" 26 0 32 24 321.734839767409
"W" "05/10/2024" "10:45:00" 7 "L" 34 0 2 15 550.64802528589
"W" "05/10/2024" "10:45:00" 7 "R" 24 0 2 30 425.101894435472
"W" "05/10/2024" "10:45:00" 8 "L" 32 0 21 12 347.164036867893
"W" "05/10/2024" "10:45:00" 8 "R" 16 0 31 14 224.877218647435
"W" "05/10/2024" "10:45:00" 9 "L" 33 0 15 8 467.507522077795
"W" "05/10/2024" "10:45:00" 9 "R" 19 0 16 26 207.537835686733
"W" "05/10/2024" "10:45:00" 10 "L" 35 0 101 9 544.485940583555
"W" "05/10/2024" "10:45:00" 10 "R" 17 0 22 17 223.797174335575
"W" "29/09/2024" "15:00:00" 1 "L" 50 0 10 45 546.196164184744
"W" "29/09/2024" "15:00:00" 1 "R" 25 0 12 5 345.031880700656
"W" "29/09/2024" "15:00:00" 2 "L" 40 0 1 20 529.035640279331
"W" "29/09/2024" "15:00:00" 2 "R" 60 0 9 10 694.431695221176
"W" "29/09/2024" "15:00:00" 3 "L" 44 0 30 32 459.694672910185
"W" "29/09/2024" "15:00:00" 3 "R" 25 0 10 10 189.139251591903
"W" "29/09/2024" "15:00:00" 4 "L" 45 0 20 30 529.438302165057
"W" "29/09/2024" "15:00:00" 4 "R" 15 0 31 15 260.62263654102
"W" "29/09/2024" "15:00:00" 5 "L" 40 3 10 14 620.727502541299
"W" "29/09/2024" "15:00:00" 5 "R" 22 0 56 25 227.678554948441
"W" "29/09/2024" "15:00:00" 6 "L" 47 0 70 35 601.579475769457
"W" "29/09/2024" "15:00:00" 6 "R" 30 0 2 20 406.283559177721
"W" "29/09/2024" "15:00:00" 7 "L" 58 0 135 44 539.461208945675
"W" "29/09/2024" "15:00:00" 7 "R" 13 0 18 20 82.4567500221124
"W" "29/09/2024" "15:00:00" 8 "L" 31 1 0 22 231.212672168508
"W" "29/09/2024" "15:00:00" 8 "R" 23 0 31 19 358.793656647115
"W" "29/09/2024" "15:00:00" 9 "L" 30 0 5 24 479.630038387757
"W" "29/09/2024" "15:00:00" 9 "R" 25 0 29 15 433.414942534989
"W" "29/09/2024" "15:00:00" 10 "L" 27 0 20 30 305.844221618763
"W" "29/09/2024" "15:00:00" 10 "R" 20 0 3 18 344.044605180296
"W" "06/09/2024" "10:30:00" 1 "L" 45 0 160 20 522.433942880064
"W" "06/09/2024" "10:30:00" 1 "R" 35 0 25 20 424.756118701591
"W" "06/09/2024" "10:30:00" 2 "L" 40 0 110 35 606.797754641038
"W" "06/09/2024" "10:30:00" 2 "R" 26 4 100 21 498.570639853143
"W" "06/09/2024" "10:30:00" 3 "L" 55 1 45 27 864.458086864384
"W" "06/09/2024" "10:30:00" 3 "R" 22 0 75 10 360.389847960674
"W" "06/09/2024" "10:30:00" 4 "L" 25 14 65 12 531.607386273945
"W" "06/09/2024" "10:30:00" 4 "R" 24 0 20 14 250.282738659693
"W" "06/09/2024" "10:30:00" 5 "L" 21 2 20 17 282.306749479114
"W" "06/09/2024" "10:30:00" 5 "R" 13 0 19 15 16.0766688394928
"W" "06/09/2024" "10:30:00" 6 "L" 25 0 40 15 292.575671751929
"W" "06/09/2024" "10:30:00" 6 "R" 15 0 55 10 96.6069768074244
"W" "06/09/2024" "10:30:00" 7 "L" 30 0 10 24 487.769765986757
"W" "06/09/2024" "10:30:00" 7 "R" 27 3 35 23 194.412972574986
"W" "06/09/2024" "10:30:00" 8 "L" 50 0 3 5 325.597176024338
"W" "06/09/2024" "10:30:00" 8 "R" 26 2 19 21 335.94887978283
"W" "06/09/2024" "10:30:00" 9 "L" 35 0 30 10 524.214985466575
"W" "06/09/2024" "10:30:00" 9 "R" 22 0 40 20 399.899892438189
"W" "06/09/2024" "10:30:00" 10 "L" 30 0 20 25 410.999546266958
"W" "06/09/2024" "10:30:00" 10 "R" 18 0 17 14 230.248684055787
"W" "02/10/2024" "16:34:00" 1 "L" 30 3 0 15 457.301138233822
"W" "02/10/2024" "16:34:00" 1 "R" 25 0 19 19 377.142129167063
"W" "02/10/2024" "16:34:00" 2 "L" 35 0 24 11 533.286965395151
"W" "02/10/2024" "16:34:00" 2 "R" 13 0 17 20 222.936306540564
"W" "02/10/2024" "16:34:00" 3 "L" 30 0 18 14 384.21640800466
"W" "02/10/2024" "16:34:00" 3 "R" 44 0 44 17 623.148183884552
"W" "02/10/2024" "16:34:00" 4 "L" 49 1 37 15 552.694580897439
"W" "02/10/2024" "16:34:00" 4 "R" 46 5 3 15 517.618527838738
"W" "02/10/2024" "16:34:00" 5 "L" 49 0 9 20 601.447339532466
"W" "02/10/2024" "16:34:00" 5 "R" 33 0 53 32 484.947401069565
"W" "02/10/2024" "16:34:00" 6 "L" 40 0 1 33 432.966420332982
"W" "02/10/2024" "16:34:00" 6 "R" 25 1 120 35 353.826849248125
"W" "02/10/2024" "16:34:00" 7 "L" 48 2 40 35 545.365727389513
"W" "02/10/2024" "16:34:00" 7 "R" 24 0 2 9 300.196619386934
"W" "02/10/2024" "16:34:00" 8 "L" 43 0 40 9 671.338708794261
"W" "02/10/2024" "16:34:00" 8 "R" 27 0 126 31 412.467718124403
"W" "02/10/2024" "16:34:00" 9 "L" 38 0 1 14 629.103249418196
"W" "02/10/2024" "16:34:00" 9 "R" 30 0 15 9 387.511130418089
"W" "02/10/2024" "16:34:00" 10 "L" 33 0 1 15 300.894883977815
"W" "02/10/2024" "16:34:00" 10 "R" 36 0 40 23 494.156410507448
"W" "02/10/2024" "15:43:00" 1 "L" 38 5 32 19 425.096815334288
"W" "02/10/2024" "15:43:00" 1 "R" 35 5 101 27 561.166390222224
"W" "02/10/2024" "15:43:00" 2 "L" 48 0 60 17 703.406043104508
"W" "02/10/2024" "15:43:00" 2 "R" 37 0 55 27 444.437667663723
"W" "02/10/2024" "15:43:00" 3 "L" 46 0 57 24 484.907478253808
"W" "02/10/2024" "15:43:00" 3 "R" 28 2 19 25 411.693636779362
"W" "02/10/2024" "15:43:00" 4 "L" 47 4 33 24 538.912442520922
"W" "02/10/2024" "15:43:00" 4 "R" 27 0 78 37 549.847211474233
"W" "02/10/2024" "15:43:00" 5 "L" 52 0 240 36 672.044232266916
"W" "02/10/2024" "15:43:00" 5 "R" 51 1 53 35 555.522304181246
"W" "02/10/2024" "15:43:00" 6 "L" 51 0 30 17 632.678515200162
"W" "02/10/2024" "15:43:00" 6 "R" 26 2 31 13 335.577419534262
"W" "02/10/2024" "15:43:00" 7 "L" 46 1 49 13 654.649821940916
"W" "02/10/2024" "15:43:00" 7 "R" 19 0 18 10 328.488141848692
"W" "02/10/2024" "15:43:00" 8 "L" 48 0 20 8 582.623757577129
"W" "02/10/2024" "15:43:00" 8 "R" 15 0 46 16 169.997540748303
"W" "02/10/2024" "15:43:00" 9 "L" 46 0 24 23 662.704263539082
"W" "02/10/2024" "15:43:00" 9 "R" 37 0 29 13 659.996604166371
"W" "02/10/2024" "15:43:00" 10 "L" 40 0 50 21 621.098982117019
"W" "02/10/2024" "15:43:00" 10 "R" 25 0 34 6 376.531975290279
"W" "02/10/2024" "16:20:00" 1 "L" 55 1 19 10 806.043761667116
"W" "02/10/2024" "16:20:00" 1 "R" 25 0 1 24 301.364286551018
"W" "02/10/2024" "16:20:00" 2 "L" 28 0 12 13 260.892460079093
"W" "02/10/2024" "16:20:00" 2 "R" 20 0 15 10 316.98374802766
"W" "02/10/2024" "16:20:00" 3 "L" 42 0 25 18 465.508201488868
"W" "02/10/2024" "16:20:00" 3 "R" 33 3 45 40 339.301615286494
"W" "02/10/2024" "16:20:00" 4 "L" 45 29 9 19 664.745235486199
"W" "02/10/2024" "16:20:00" 4 "R" 30 0 2 15 434.920402728793
"W" "02/10/2024" "16:20:00" 5 "L" 38 0 1 28 317.352887647295
"W" "02/10/2024" "16:20:00" 5 "R" 35 2 14 30 617.785279973155
"W" "02/10/2024" "16:20:00" 6 "L" 32 0 5 25 443.20236069851
"W" "02/10/2024" "16:20:00" 6 "R" 20 0 40 12 275.388625175506
"W" "02/10/2024" "16:20:00" 7 "L" 39 0 2 26 555.190916587766
"W" "02/10/2024" "16:20:00" 7 "R" 24 0 1 16 555.508545438638
"W" "02/10/2024" "16:20:00" 8 "L" 40 0 30 27 661.682441058126
"W" "02/10/2024" "16:20:00" 8 "R" 23 0 17 13 403.430744814666
"W" "02/10/2024" "16:20:00" 9 "L" 40 0 2 25 579.943850554245
"W" "02/10/2024" "16:20:00" 9 "R" 32 0 2 37 344.632474080368
"W" "02/10/2024" "16:20:00" 10 "L" 40 0 1 28 440.980137734067
"W" "02/10/2024" "16:20:00" 10 "R" 30 0 17 32 481.390538880623
"E" "28/09/2024" "14:20:00" 1 "L" 47 0 78 27 691.896515216753
"E" "28/09/2024" "14:20:00" 1 "R" 33 0 33 28 408.509282365094
"E" "28/09/2024" "14:20:00" 2 "L" 39 0 6 10 446.618905387094
"E" "28/09/2024" "14:20:00" 2 "R" 26 2 2 25 249.624174808585
"E" "28/09/2024" "14:20:00" 3 "L" 48 3 40 19 751.228577269656
"E" "28/09/2024" "14:20:00" 3 "R" 35 0 18 26 351.797743030726
"E" "28/09/2024" "14:20:00" 4 "L" 43 0 24 15 568.08054762694
"E" "28/09/2024" "14:20:00" 4 "R" 35 0 44 20 447.669656086795
"E" "28/09/2024" "14:20:00" 5 "L" 48 0 43 16 730.712857852225
"E" "28/09/2024" "14:20:00" 5 "R" 40 0 24 20 588.635113192825
"E" "28/09/2024" "14:20:00" 6 "L" 51 1 4 26 531.632723183361
"E" "28/09/2024" "14:20:00" 6 "R" 18 0 25 12 286.95975959816
"E" "28/09/2024" "14:20:00" 7 "L" 45 0 9 36 451.100643390714
"E" "28/09/2024" "14:20:00" 7 "R" 32 0 20 13 359.833507387261
"E" "28/09/2024" "14:20:00" 8 "L" 48 0 1 40 669.168656916657
"E" "28/09/2024" "14:20:00" 8 "R" 28 2 125 27 231.167116426195
"E" "28/09/2024" "14:20:00" 9 "L" 51 0 3 42 509.214179353233
"E" "28/09/2024" "14:20:00" 9 "R" 42 1 17 39 464.69158271157
"E" "28/09/2024" "14:20:00" 10 "L" 54 0 30 26 628.057541410063
"E" "28/09/2024" "14:20:00" 10 "R" 29 0 6 16 287.59841598621
"E" "03/10/2024" "16:20:00" 1 "L" 25 0 0 15 511.514351504582
"E" "03/10/2024" "16:20:00" 1 "R" 17 0 10 17 169.145820415781
"E" "03/10/2024" "16:20:00" 2 "L" 40 0 19 22 496.483966665637
"E" "03/10/2024" "16:20:00" 2 "R" 21 0 5 12 105.587894898589
"E" "03/10/2024" "16:20:00" 3 "L" 44 0 10 7 636.40146845176
"E" "03/10/2024" "16:20:00" 3 "R" 15 0 75 13 262.170430937994
"E" "03/10/2024" "16:20:00" 4 "L" 40 1 12 25 576.090744635349
"E" "03/10/2024" "16:20:00" 4 "R" 31 0 20 10 612.012839736148
"E" "03/10/2024" "16:20:00" 5 "L" 39 0 1 23 585.491843016177
"E" "03/10/2024" "16:20:00" 5 "R" 28 0 0 22 523.399476645427
"E" "03/10/2024" "16:20:00" 6 "L" 45 0 0 11 389.450056441026
"E" "03/10/2024" "16:20:00" 6 "R" 32 0 40 36 294.343971411663
"E" "03/10/2024" "16:20:00" 7 "L" 37 0 11 21 464.584819295103
"E" "03/10/2024" "16:20:00" 7 "R" 9 0 42 6 209.758660957353
"E" "03/10/2024" "16:20:00" 8 "L" 30 0 2 22 180.76398188534
"E" "03/10/2024" "16:20:00" 8 "R" 9 0 111 18 111.615232902034
"E" "03/10/2024" "16:20:00" 9 "L" 43 1 2 36 303.528386113496
"E" "03/10/2024" "16:20:00" 9 "R" 20 0 40 19 302.071972586707
"E" "03/10/2024" "16:20:00" 10 "L" 48 0 2 15 612.727416088281
"E" "03/10/2024" "16:20:00" 10 "R" 29 0 0 14 255.159342572134
"W" "30/09/2024" "15:30:00" 1 "L" 51 0 8 17 548.35276503308
"W" "30/09/2024" "15:30:00" 1 "R" 47 0 30 11 506.408987958796
"W" "30/09/2024" "15:30:00" 2 "L" 46 0 19 21 682.28157130564
"W" "30/09/2024" "15:30:00" 2 "R" 24 0 36 19 290.050547611944
"W" "30/09/2024" "15:30:00" 3 "L" 46 2 25 20 415.746347636527
"W" "30/09/2024" "15:30:00" 3 "R" 14 0 7 19 348.182331684527
"W" "30/09/2024" "15:30:00" 4 "L" 55 1 24 14 589.346283204272
"W" "30/09/2024" "15:30:00" 4 "R" 41 0 24 9 339.008166470011
"W" "30/09/2024" "15:30:00" 5 "L" 49 0 1 44 629.905241674435
"W" "30/09/2024" "15:30:00" 5 "R" 34 1 4 13 365.460595849782
"W" "30/09/2024" "15:30:00" 6 "L" 55 4 20 6 633.065424391197
"W" "30/09/2024" "15:30:00" 6 "R" 27 0 19 16 449.735052706382
"W" "30/09/2024" "15:30:00" 7 "L" 52 0 40 16 535.037043985632
"W" "30/09/2024" "15:30:00" 7 "R" 39 4 4 14 554.320496046915
"W" "30/09/2024" "15:30:00" 8 "L" 59 0 7 8 667.562328986389
"W" "30/09/2024" "15:30:00" 8 "R" 27 0 31 24 220.145231026664
"W" "30/09/2024" "15:30:00" 9 "L" 57 0 1 13 549.418171716131
"W" "30/09/2024" "15:30:00" 9 "R" 37 3 29 36 491.879123832715
"W" "30/09/2024" "15:30:00" 10 "L" 54 0 63 41 625.184681399911
"W" "30/09/2024" "15:30:00" 10 "R" 40 3 13 14 551.257133702499
"W" "29/09/2024" "15:30:00" 1 "L" 48 1 5 26 617.842642388808
"W" "29/09/2024" "15:30:00" 1 "R" 19 0 75 48 312.832422745577
"W" "29/09/2024" "15:30:00" 2 "L" 41 0 12 21 252.640065914093
"W" "29/09/2024" "15:30:00" 2 "R" 21 0 12 41 425.09649666308
"W" "29/09/2024" "15:30:00" 3 "L" 31 3 5 7 538.025381630679
"W" "29/09/2024" "15:30:00" 3 "R" 25 2 9 15 388.386929831149
"W" "29/09/2024" "15:30:00" 4 "L" 35 0 8 14 398.840433723777
"W" "29/09/2024" "15:30:00" 4 "R" 22 2 30 12 131.889361072761
"W" "29/09/2024" "15:30:00" 5 "L" 43 0 2 4 459.590465386291
"W" "29/09/2024" "15:30:00" 5 "R" 41 0 26 13 640.398381139808
"W" "29/09/2024" "15:30:00" 6 "L" 53 0 51 14 603.883759280272
"W" "29/09/2024" "15:30:00" 6 "R" 29 0 43 15 348.553321285432
"W" "29/09/2024" "15:30:00" 7 "L" 27 0 19 11 316.088171660902
"W" "29/09/2024" "15:30:00" 7 "R" 21 1 10 16 239.425767690845
"W" "29/09/2024" "15:30:00" 8 "L" 42 1 11 16 516.754504590758
"W" "29/09/2024" "15:30:00" 8 "R" 21 1 1 11 252.040914894139
"W" "29/09/2024" "15:30:00" 9 "L" 39 1 0 25 496.426854274698
"W" "29/09/2024" "15:30:00" 9 "R" 26 0 15 8 389.311897072344
"W" "29/09/2024" "15:30:00" 10 "L" 58 0 7 35 693.361815739127
"W" "29/09/2024" "15:30:00" 10 "R" 38 1 10 12 512.97001698891
"E" "30/09/2024" "14:40:00" 1 "L" 57 16 1 30 629.040816729344
"E" "30/09/2024" "14:40:00" 1 "R" 37 2 75 39 482.434374717765
"E" "30/09/2024" "14:40:00" 2 "L" 58 0 5 6 600.179252072624
"E" "30/09/2024" "14:40:00" 2 "R" 47 1 1 25 458.40853059494
"E" "30/09/2024" "14:40:00" 3 "L" 47 1 78 42 478.693418268224
"E" "30/09/2024" "14:40:00" 3 "R" 40 0 0 16 472.797618094964
"E" "30/09/2024" "14:40:00" 4 "L" 48 0 82 25 661.468503440682
"E" "30/09/2024" "14:40:00" 4 "R" 40 0 8 10 578.064476663309
"E" "30/09/2024" "14:40:00" 5 "L" 51 2 5 12 726.262678297011
"E" "30/09/2024" "14:40:00" 5 "R" 35 0 44 29 289.712792362915
"E" "30/09/2024" "14:40:00" 6 "L" 51 2 43 39 721.987726010322
"E" "30/09/2024" "14:40:00" 6 "R" 48 0 12 11 558.174049039925
"E" "30/09/2024" "14:40:00" 7 "L" 54 0 9 27 391.437088069612
"E" "30/09/2024" "14:40:00" 7 "R" 37 1 45 21 437.524458869235
"E" "30/09/2024" "14:40:00" 8 "L" 56 0 11 34 851.934302033502
"E" "30/09/2024" "14:40:00" 8 "R" 36 3 57 18 428.751743780532
"E" "30/09/2024" "14:40:00" 9 "L" 35 2 11 27 581.354477917871
"E" "30/09/2024" "14:40:00" 9 "R" 17 0 92 23 336.192293191659
"E" "30/09/2024" "14:40:00" 10 "L" 33 0 63 24 526.093762014461
"E" "30/09/2024" "14:40:00" 10 "R" 28 0 4 9 336.332894248994
"W" "03/10/2024" "17:10:00" 1 "L" 41 0 3 18 284.104298233601
"W" "03/10/2024" "17:10:00" 1 "R" 21 0 38 19 351.52651802163
"W" "03/10/2024" "17:10:00" 2 "L" 46 1 43 16 603.149578923166
"W" "03/10/2024" "17:10:00" 2 "R" 32 0 13 24 381.925488325038
"W" "03/10/2024" "17:10:00" 3 "L" 45 0 2 29 644.78703413663
"W" "03/10/2024" "17:10:00" 3 "R" 27 0 22 39 421.930962521284
"W" "03/10/2024" "17:10:00" 4 "L" 41 0 21 32 350.389698319683
"W" "03/10/2024" "17:10:00" 4 "R" 15 0 70 10 268.841421370332
"W" "03/10/2024" "17:10:00" 5 "L" 47 1 24 11 584.309482216623
"W" "03/10/2024" "17:10:00" 5 "R" 40 0 67 17 284.4714356419
"W" "03/10/2024" "17:10:00" 6 "L" 41 1 12 37 448.824739392719
"W" "03/10/2024" "17:10:00" 6 "R" 28 1 13 15 498.04376530388
"W" "03/10/2024" "17:10:00" 7 "L" 43 0 3 22 510.90953355008
"W" "03/10/2024" "17:10:00" 7 "R" 27 0 15 39 450.87181138262
"W" "03/10/2024" "17:10:00" 8 "L" 40 0 14 26 550.83839621177
"W" "03/10/2024" "17:10:00" 8 "R" 22 0 28 16 329.0722811583
"W" "03/10/2024" "17:10:00" 9 "L" 37 0 6 19 247.05803009714
"W" "03/10/2024" "17:10:00" 9 "R" 11 0 37 22 156.535282935839
"W" "03/10/2024" "17:10:00" 10 "L" 47 0 1 40 738.644802077415
"W" "03/10/2024" "17:10:00" 10 "R" 31 0 40 13 376.283230823177
"W" "02/10/2024" "16:50:00" 1 "L" 33 0 120 22 533.182182174523
"W" "02/10/2024" "16:50:00" 1 "R" 22 0 120 33 425.381460130583
"W" "02/10/2024" "16:50:00" 2 "L" 39 0 2 23 411.977087316381
"W" "02/10/2024" "16:50:00" 2 "R" 33 0 50 32 367.222657267941
"W" "02/10/2024" "16:50:00" 3 "L" 41 0 0 4 542.73650477321
"W" "02/10/2024" "16:50:00" 3 "R" 30 0 15 12 476.139272824064
"W" "02/10/2024" "16:50:00" 4 "L" 30 2 56 28 314.080935151052
"W" "02/10/2024" "16:50:00" 4 "R" 20 0 13 11 255.441990618016
"W" "02/10/2024" "16:50:00" 5 "L" 35 0 25 7 359.23154012916
"W" "02/10/2024" "16:50:00" 5 "R" 17 0 3 16 302.663100325761
"W" "02/10/2024" "16:50:00" 6 "L" 30 0 20 13 507.023514482424
"W" "02/10/2024" "16:50:00" 6 "R" 30 0 20 18 376.276967320449
"W" "02/10/2024" "16:50:00" 7 "L" 37 0 35 35 452.199075238853
"W" "02/10/2024" "16:50:00" 7 "R" 12 0 18 5 78.0435852294849
"W" "02/10/2024" "16:50:00" 8 "L" 40 0 5 17 553.875183634587
"W" "02/10/2024" "16:50:00" 8 "R" 35 0 3 16 518.157952498084
"W" "02/10/2024" "16:50:00" 9 "L" 40 0 6 10 547.631980619946
"W" "02/10/2024" "16:50:00" 9 "R" 19 0 5 20 136.382686416695
"W" "02/10/2024" "16:50:00" 10 "L" 30 0 25 7 368.875221514242
"W" "02/10/2024" "16:50:00" 10 "R" 22 0 50 20 177.810362759246
"W" "30/09/2024" "15:40:00" 1 "L" 46 1 21 26 687.046318339711
"W" "30/09/2024" "15:40:00" 1 "R" 18 0 62 25 365.317722496115
"W" "30/09/2024" "15:40:00" 2 "L" 44 11 0 14 486.652532555344
"W" "30/09/2024" "15:40:00" 2 "R" 35 2 23 20 298.795240067882
"W" "30/09/2024" "15:40:00" 3 "L" 47 3 9 34 657.44940370166
"W" "30/09/2024" "15:40:00" 3 "R" 23 0 12 15 403.630617079922
"W" "30/09/2024" "15:40:00" 4 "L" 45 9 8 20 610.801725394082
"W" "30/09/2024" "15:40:00" 4 "R" 19 0 33 20 348.491958412609
"W" "30/09/2024" "15:40:00" 5 "L" 49 0 0 39 733.903806094055
"W" "30/09/2024" "15:40:00" 5 "R" 42 0 4 38 610.272927525061
"W" "30/09/2024" "15:40:00" 6 "L" 42 0 203 17 344.25213088855
"W" "30/09/2024" "15:40:00" 6 "R" 25 1 22 19 460.248700414753
"W" "30/09/2024" "15:40:00" 7 "L" 34 15 46 8 467.324066627282
"W" "30/09/2024" "15:40:00" 7 "R" 33 0 4 38 445.361874892626
"W" "30/09/2024" "15:40:00" 8 "L" 39 0 88 7 608.330614469666
"W" "30/09/2024" "15:40:00" 8 "R" 43 0 15 39 584.706402420437
"W" "30/09/2024" "15:40:00" 9 "L" 30 1 1 20 248.154785484749
"W" "30/09/2024" "15:40:00" 9 "R" 23 0 5 13 310.684498426953
"W" "30/09/2024" "15:40:00" 10 "L" 51 6 3 44 668.167776482002
"W" "30/09/2024" "15:40:00" 10 "R" 26 1 40 30 244.05613352254
"W" "30/09/2024" "15:30:00" 1 "L" 36 1 13 15 412.626785091344
"W" "30/09/2024" "15:30:00" 1 "R" 26 0 3 11 350.444555488952
"W" "30/09/2024" "15:30:00" 2 "L" 46 3 42 13 582.530564273919
"W" "30/09/2024" "15:30:00" 2 "R" 21 0 13 8 509.77165540918
"W" "30/09/2024" "15:30:00" 3 "L" 43 2 5 26 327.535560342557
"W" "30/09/2024" "15:30:00" 3 "R" 15 0 3 6 276.939544944979
"W" "30/09/2024" "15:30:00" 4 "L" 48 0 22 19 573.192542608809
"W" "30/09/2024" "15:30:00" 4 "R" 12 0 26 7 326.696846069137
"W" "30/09/2024" "15:30:00" 5 "L" 46 5 29 7 572.891718471244
"W" "30/09/2024" "15:30:00" 5 "R" 15 0 6 6 367.445168388255
"W" "30/09/2024" "15:30:00" 6 "L" 52 0 8 19 599.198619874711
"W" "30/09/2024" "15:30:00" 6 "R" 15 0 8 8 360.768479138652
"W" "30/09/2024" "15:30:00" 7 "L" 37 0 66 16 566.658757452361
"W" "30/09/2024" "15:30:00" 7 "R" 26 1 3 6 318.017319687305
"W" "30/09/2024" "15:30:00" 8 "L" 46 1 21 13 604.817075284629
"W" "30/09/2024" "15:30:00" 8 "R" 18 0 19 10 139.86876269894
"W" "30/09/2024" "15:30:00" 9 "L" 53 0 32 11 563.747293887808
"W" "30/09/2024" "15:30:00" 9 "R" 21 0 43 16 226.404574880806
"W" "30/09/2024" "15:30:00" 10 "L" 56 0 82 20 670.41100628734
"W" "30/09/2024" "15:30:00" 10 "R" 12 0 6 3 170.345580827177
"E" "30/09/2024" "15:20:00" 1 "L" 53 0 25 44 685.905036588034
"E" "30/09/2024" "15:20:00" 1 "R" 39 0 66 27 672.398034611467
"E" "30/09/2024" "15:20:00" 2 "L" 55 0 18 11 804.252068242783
"E" "30/09/2024" "15:20:00" 2 "R" 52 0 0 10 593.041561074658
"E" "30/09/2024" "15:20:00" 3 "L" 60 0 54 29 665.277274525414
"E" "30/09/2024" "15:20:00" 3 "R" 25 0 12 9 296.052215019383
"E" "30/09/2024" "15:20:00" 4 "L" 53 2 45 52 551.493323768199
"E" "30/09/2024" "15:20:00" 4 "R" 39 0 20 21 298.939811770577
"E" "30/09/2024" "15:20:00" 5 "L" 52 2 8 46 597.906966351225
"E" "30/09/2024" "15:20:00" 5 "R" 46 0 9 42 359.784573849798
"E" "30/09/2024" "15:20:00" 6 "L" 58 0 0 47 746.094096103091
"E" "30/09/2024" "15:20:00" 6 "R" 32 0 14 27 461.91853360503
"E" "30/09/2024" "15:20:00" 7 "L" 63 2 13 33 734.842977638792
"E" "30/09/2024" "15:20:00" 7 "R" 49 0 11 49 671.840688927026
"E" "30/09/2024" "15:20:00" 8 "L" 57 0 20 46 815.333215398232
"E" "30/09/2024" "15:20:00" 8 "R" 39 0 11 13 519.204057516138
"E" "30/09/2024" "15:20:00" 9 "L" 58 12 4 23 681.405808705518
"E" "30/09/2024" "15:20:00" 9 "R" 28 0 31 32 420.391724971704
"E" "30/09/2024" "15:20:00" 10 "L" 51 0 1 13 659.732186867989
"E" "30/09/2024" "15:20:00" 10 "R" 29 0 49 11 379.779460709974
"E" "06/10/2024" "09:30:00" 1 "L" 68 2 13 30 745.517222880868
"E" "06/10/2024" "09:30:00" 1 "R" 27 0 7 17 337.305370611783
"E" "06/10/2024" "09:30:00" 2 "L" 73 8 27 35 920.246656601505
